Timestamp,Race/Ethnicity:,Class year: ,Do you identify as a low-income student? ,Are you a first-generation college student? ,Do you identify as LGBTQIA+?,Gender identity:,Will you be in Pacific Standard Time (PST) during the Spring 2021 semester?,How concerned are you about your academic success  this semester?,Additional comments about your academic success?,"Overall, how did you feel about the pace of your classes last semester? ","Overall, how did you feel about workload in your classes last semester?",What do you anticipate will be an academic challenge for you this semester? Select all that apply.,Additional comments about challenges you will face this semester? ,How helpful were the following supports to you last semester?  [Accessible office hours],How helpful were the following supports to you last semester?  [Addressing current events],How helpful were the following supports to you last semester?  [Flexibility with deadlines],How helpful were the following supports to you last semester?  [Flexibility and choice with exams/assessments],How helpful were the following supports to you last semester?  [Lower workload],How helpful were the following supports to you last semester?  [Opportunities to provide feedback to professors],How helpful were the following supports to you last semester?  [Peer-led study sessions],How helpful were the following supports to you last semester?  [Regular check-ins with professors dedicated to mental health/well-being],How helpful were the following supports to you last semester?  [Regular feedback from professors],How helpful were the following supports to you last semester?  [Resources provided on syllabi],How helpful were the following supports to you last semester?  [Transparency from professors],Additional comments about what worked and what didn't last semester? ,Which of the following would be most helpful to you this semester? (Select all that apply),"Any other comments, concerns, or questions that you would like DEB to share with faculty? (anonymously) "
1/12/2021 12:52:17,White,2022,No,No,No,Female/woman,Yes,3,,3,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation",,Helpful,Not applicable,Helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/12/2021 12:53:11,"Asian, Hispanic or Latinx, Native Hawaiian or Other Pacific Islander, White",2021,Yes,Yes,No,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties, Unhealthy or unstable living environment",,Very helpful,Helpful,Very helpful,Not applicable,Helpful,Not applicable,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Self Care sessions, Transparency from professors",
1/12/2021 12:54:37,White,2021,Yes,No,Prefer not to say,Female/woman,Yes,4,,3,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Distracting work environment, Poor mental health, Social isolation, Stress from financial concerns, Technological difficulties","I feel unsupported by the administration especially the Student Progress Committee, which has been inflexible and frustrating during remote schooling. Furthermore I feel unsupported by the school in terms of financial assistance",Helpful,Helpful,Not applicable,Not applicable,Not applicable,Helpful,Not applicable,Not applicable,Not applicable,Helpful,Helpful,,"Advocating for lower workload in classes, Advocating for slower pace in classes, advocating for financial assistance especially during the pandemic",
1/12/2021 12:57:28,White,2021,No,No,Prefer not to say,Male/man,Yes,2,,3,Manageable—I completed almost all work on time,"Poor mental health, Social isolation",,Very helpful,Not helpful,Very helpful,Very helpful,Very helpful,Very helpful,Not helpful,Helpful,Very helpful,Not applicable,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments",
1/12/2021 13:00:27,White,2023,No,No,No,Male/man,No,1,feel I have performed better being at home,2,Manageable—I completed almost all work on time,keeping motivation high,,Very helpful,Not applicable,Helpful,Helpful,Not helpful,Helpful,Helpful,Not helpful,Helpful,Not helpful,Very helpful,,"Peer-led study sessions, Transparency from professors, office hour times to meet with profs",
1/12/2021 13:01:10,White,2023,No,No,No,Female/woman,Yes,4,,3,Manageable—I completed almost all work on time,"Attending synchronous sessions, Busy work schedule, Classes running overtime, Distracting work environment, Distress and uncertainty from current political events, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Unhealthy or unstable living environment",,Helpful,Helpful,Helpful,Not helpful,Helpful,Helpful,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/12/2021 13:09:05,White,2021,No,No,No,Female/woman,No,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Classes running overtime, Communicating my difficulties with professors, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation",,Not applicable,Not helpful,Helpful,Helpful,Helpful,Not helpful,Not applicable,Not applicable,Not applicable,Helpful,Helpful,,"Advocating for flexibility with deadlines, Self Care sessions",
1/12/2021 13:11:38,Hispanic or Latinx,2023,Yes,Yes,No,Prefer not to say,Yes,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Classes running overtime, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Heavy workload, Poor mental health, Stress from financial concerns, Technological difficulties",,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,"Helpful, Not applicable",Not applicable,Helpful,Not applicable,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Transparency from professors",Thank you so much for all the work put into advocating for us.
1/12/2021 13:16:30,"Asian, White",2024,No,No,Yes,Female/woman,Yes,4,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation, Technological difficulties",,Helpful,Not helpful,Helpful,Very helpful,Very helpful,Not helpful,Not helpful,"Helpful, Not helpful",Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Study sessions with DEB members, Transparency from professors",
1/12/2021 13:17:15,Asian,2024,No,No,No,Male/man,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Classes running overtime, Fast pace, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Professors who are not flexible or accommodating, Technological difficulties",,Helpful,"Not helpful, Not applicable",Helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Helpful,Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Transparency from professors",
1/12/2021 13:17:19,Black or African American,2021,No,No,Yes,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Health and safety concerns, Heavy workload, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Social isolation, Technological difficulties",,Helpful,Very helpful,Very helpful,Not applicable,Helpful,Not applicable,Not applicable,Helpful,Very helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Community dinners or celebrations",
1/12/2021 13:18:53,White,2021,Yes,Yes,No,Female/woman,Yes,4,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Stress from financial concerns",,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Very helpful,Not applicable,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/12/2021 13:21:34,White,2023,No,No,Yes,Gender queer/gender non-conforming,No,4,,3,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Technological difficulties",,Helpful,Helpful,Very helpful,Very helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not helpful,Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/12/2021 13:21:44,Asian,2021,No,No,No,Female/woman,Yes,2,,3,Manageable—I completed almost all work on time,"Distracting work environment, Distress and uncertainty from current political events, Professors who are not flexible or accommodating",,Very helpful,Helpful,Very helpful,Helpful,Not helpful,Helpful,Not applicable,Not applicable,Helpful,Not applicable,Very helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments",
1/12/2021 13:24:51,White,2021,No,No,No,Female/woman,Yes,2,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation",,Helpful,Not applicable,Very helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/12/2021 13:29:12,White,2022,No,No,Yes,Female/woman,No,3,,4,Manageable—I completed almost all work on time,"Attending synchronous sessions, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Health and safety concerns, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",,Not helpful,Helpful,Helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not helpful,Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Self Care sessions, Transparency from professors",
1/12/2021 13:31:45,White,2024,No,No,Prefer not to say,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Fast pace, Heavy workload, Social isolation",,Very helpful,Helpful,Helpful,Helpful,Helpful,Very helpful,Not applicable,Helpful,Helpful,Helpful,Helpful,,"Advocating for lower workload in classes, Advocating for slower pace in classes",
1/12/2021 13:37:09,White,2024,No,No,Yes,Female/woman,Yes,2,,3,Manageable—I completed almost all work on time,"Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation",,Helpful,Not applicable,Not applicable,Not applicable,Helpful,Not helpful,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/12/2021 13:38:24,"Asian, White",2023,No,No,No,Male/man,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of feedback from professors, Poor mental health",,Helpful,Not applicable,Helpful,Not applicable,Helpful,Helpful,Helpful,Not applicable,Helpful,Helpful,Not applicable,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/12/2021 13:55:02,Asian,2022,No,No,Yes,Gender queer/gender non-conforming,Yes,5,It has been very difficult for me to maintain my grades in a remote classroom setting. The isolation from teachers and my peers seriously impacts my mental health and performance ability. ,3,Somewhat heavy—I sometimes struggled to complete work on time,"Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Social isolation, Stress from financial concerns, Technological difficulties",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Study sessions with DEB members, Transparency from professors",
1/12/2021 14:05:12,Black or African American,2022,Yes,Yes,No,Male/man,Yes,2,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Social isolation, Stress from financial concerns",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Not helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one), Self Care sessions, Transparency from professors",
1/12/2021 14:05:15,White,2024,No,No,No,Male/man,Yes,2,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Health and safety concerns, Heavy workload, Lack of feedback from professors",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,"Very helpful, Not applicable",Very helpful,Very helpful,Not applicable,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Peer-led study sessions, Peer-led tutoring (one-on-one)",
1/12/2021 14:06:47,White,2021,No,No,Yes,Male/man,Yes,4,"I think I'll be able to pass, but it will just be more stressful than usual.",4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Social isolation",,Helpful,"Helpful, Not helpful",Helpful,Helpful,Not helpful,Not helpful,Not helpful,"Not helpful, Not applicable",Not applicable,Not applicable,Not applicable,"I had one class where none of the lectures were synchronous, and instead our lecture time was a kind of group office hour for discussion and help. I thought it worked well. What DOESN'T work is just teaching as usual. ","Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/12/2021 14:11:15,White,2024,No,No,Yes,Female/woman,No,2,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",,Not helpful,Not helpful,Not applicable,"Not helpful, Not applicable",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not helpful,Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/12/2021 14:11:54,White,2022,No,No,Prefer not to say,Male/man,No,2,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Distracting work environment, Fast pace, Heavy workload",,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes",
1/12/2021 14:12:43,White,2021,No,No,No,Female/woman,Yes,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Heavy workload, Social isolation",,Helpful,Helpful,Not helpful,Not helpful,Not applicable,Helpful,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Advocating for lower workload in classes, Advocating for slower pace in classes","Lower workload and slower pace is what I think would be most beneficial for this semester due to the circumstances of learning online. Unfortunately while at home, I do not have the ability to study and work for as long as I would when I am on campus due to family distractions and other responsibilities. "
1/12/2021 14:12:58,Asian,2023,No,No,No,Female/woman,Yes,2,,3,Manageable—I completed almost all work on time,"Busy work schedule, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation",,Helpful,Very helpful,Very helpful,Very helpful,Not applicable,Very helpful,Helpful,Not applicable,Not applicable,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/12/2021 14:20:56,White,2024,No,No,Yes,Female/woman,No,2,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Classes running overtime, Distress and uncertainty from current political events",,Very helpful,Helpful,Helpful,Helpful,Helpful,Helpful,"Very helpful, Not applicable","Helpful, Not applicable",Very helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/12/2021 14:25:46,Hispanic or Latinx,2023,No,Yes,Yes,Male/man,Yes,2,,3,Manageable—I completed almost all work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation",,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Not helpful,Very helpful,Not helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Community dinners or celebrations, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions",
1/12/2021 14:28:10,Native Hawaiian or Other Pacific Islander,2022,No,No,No,Female/woman,No,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Fast pace, Heavy workload, Lack of support with assignments from faculty or peers, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",,Very helpful,Very helpful,Very helpful,Not applicable,Not applicable,Not helpful,Not applicable,Not applicable,Not helpful,Not helpful,Not applicable,,"Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Peer-led study sessions, Peer-led tutoring (one-on-one)",
1/12/2021 14:43:42,Asian,2022,No,No,No,Female/woman,Yes,5,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Extra home/family responsibilities, Heavy workload, Professors who are not flexible or accommodating, Stress from financial concerns",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,"Very helpful, Helpful","Helpful, Not helpful",Helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/12/2021 14:48:57,White,2024,Yes,No,Prefer not to say,Female/woman,No,2,,3,Manageable—I completed almost all work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Poor mental health, Social isolation",,Not helpful,Helpful,Helpful,Not applicable,Not helpful,Not helpful,Not applicable,Not applicable,Not helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Community dinners or celebrations",
1/12/2021 14:49:07,White,2022,No,No,Yes,Female/woman,Yes,5,"Motivation is very difficult and the varying responsibilities at home detract from time for schoolwork. Additionally, professors have been raising the amount of reading etc. which adds stress",3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Poor mental health, Social isolation",,Very helpful,Helpful,Helpful,Not applicable,Not applicable,Very helpful,Not applicable,Not applicable,Helpful,Not applicable,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/12/2021 14:52:59,Coptic,2024,Yes,Yes,No,Female/woman,Yes,3,,3,Manageable—I completed almost all work on time,"Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation",,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/12/2021 14:54:23,"American Indian or Alaskan Native, Hispanic or Latinx",2024,Yes,Yes,No,Female/woman,Yes,3,,3,Manageable—I completed almost all work on time,"Attending synchronous sessions, Busy work schedule, Difficulty accessing or affording course materials, Extra home/family responsibilities, Poor mental health, Stress from financial concerns",,Very helpful,Helpful,Very helpful,Helpful,Not applicable,Not helpful,Helpful,Helpful,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Peer-led study sessions, Self Care sessions",
1/12/2021 14:54:43,White,2023,No,No,Yes,Female/woman,Yes,4,,3,Manageable—I completed almost all work on time,"Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Poor mental health, Social isolation",,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Not helpful,Helpful,Very helpful,Not helpful,Very helpful,,"Advocating for flexibility with deadlines, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions",
1/12/2021 15:04:04,White,2022,No,No,Yes,Male/man,No,4,,4,Manageable—I completed almost all work on time,"Attending synchronous sessions, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Lack of feedback from professors, Poor mental health, Social isolation",,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/12/2021 15:05:24,White,2021,No,No,No,Female/woman,Yes,4,,5,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",,Not applicable,Not applicable,Helpful,Helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"Not helpful, Not applicable",Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Study sessions with DEB members, Transparency from professors",
1/12/2021 15:09:00,"Asian, Black or African American",2023,No,No,No,Female/woman,Yes,3,It was difficult to know what my grade would be in some classes despite the mid semester check in and I felt that my grade was somewhat out of my control because some professors did not provide clear cut rubrics for assignments/did not provide grades at all.,4,Somewhat heavy—I sometimes struggled to complete work on time,"Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of feedback from professors, Poor mental health, Social isolation",,Very helpful,Very helpful,Very helpful,Not applicable,Helpful,Very helpful,Helpful,Helpful,Very helpful,Very helpful,Very helpful,"I need professors to provide clear cut assignment directions and expectations in their syllabi and on moodle. Expectations get lost in communication via the internet so it would be helpful if professors were consistent with their directions, made their syllabi up to date, very clear, and organized.","Advocating for flexibility with deadlines, Anonymous opportunities to provide feedback to my professors, Transparency from professors","Make your syllabi like a contract that is up to date and organized. Provide clear expectations and directions for assignments on paper/in Moodle because some things get lost in communication over the internet. Also, be transparent and clear and consistent with feedback so I know how to improve my work and understand your grading expectations. Since I have never met you in person, I would like to understand what your expectations are of us and your grading methods."
1/12/2021 15:14:58,White,2021,No,No,No,Female/woman,Yes,3,,5,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Extra home/family responsibilities, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation",,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Very helpful,Very helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/12/2021 15:40:15,White,2021,Yes,No,No,Female/woman,Yes,3,,2,Manageable—I completed almost all work on time,"Attending synchronous sessions, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Poor mental health, Social isolation, Stress from financial concerns, Unhealthy or unstable living environment",,Helpful,Helpful,"Very helpful, Helpful",Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/12/2021 15:48:33,"White, Middle Eastern",2022,No,Yes,No,Female/woman,No,2,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Heavy workload, Poor mental health, Social isolation, Stress from financial concerns",,Helpful,Helpful,Helpful,Not applicable,Not applicable,Helpful,Not helpful,"Helpful, Not helpful",Helpful,Helpful,Helpful,,"Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Transparency from professors",
